ScanCode,TimeStamp
AECDL10862793,4/7/22 9:44
AECDL10862842,4/7/22 9:44
00008865480065919885,4/7/22 9:44
AECDL10862868,4/7/22 9:44
AECDL10862876,4/7/22 9:44
AECDL10862884,4/7/22 9:44
AECDL10862892,4/7/22 9:44
AECDL10862933,4/7/22 9:44
AECDL10862967,4/7/22 9:44
AECDL10862975,4/7/22 9:44
AECDL10862983,4/7/22 9:44
AECDL10863030,4/7/22 9:44
AECDL10863048,4/7/22 9:44
AECDL10863056,4/7/22 9:44
AECDL10863064,4/7/22 9:44
AECDL10863072,4/7/22 9:44
AECDL10863080,4/7/22 9:44
AECDL10863105,4/7/22 9:44
AECDL10863121,4/7/22 9:44
AECDL10863155,4/7/22 9:44
AECDL10863519,4/7/22 9:44
AECDL10865482,4/7/22 9:44
AECDL10866000,4/7/22 9:44
AECDL10866141,4/7/22 9:44
AECDL10866240,4/7/22 9:44
AECDL10866307,4/7/22 9:44
AECDL10866315,4/7/22 9:44
AECDL10866323,4/7/22 9:44
AECDL10866331,4/7/22 9:44
AECDL10866349,4/7/22 9:44
AECDL10866357,4/7/22 9:44
AECDL10866373,4/7/22 9:44
AECDL10866381,4/7/22 9:44
AECDL10866406,4/7/22 9:44
AECDL10866422,4/7/22 9:44
AECDL10866472,4/7/22 9:44
AECDL10866498,4/7/22 9:44
AECDL10866513,4/7/22 9:44
AECDL10866589,4/7/22 9:44
AECDL10866597,4/7/22 9:44
AECDL10866604,4/7/22 9:44
AECDL10866646,4/7/22 9:44
AECDL10866654,4/7/22 9:44
AECDL10866688,4/7/22 9:44
AECDL10866696,4/7/22 9:44
AECDL10866737,4/7/22 9:44
AECDL10866745,4/7/22 9:44
AECDL10866779,4/7/22 9:44
AECDL10866787,4/7/22 9:44
AECDL10866795,4/7/22 9:44
AECDL10866828,4/7/22 9:44
AECDL10866836,4/7/22 9:44
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
